review_id,product_id,customer_id,rating,review_text,review_date
966,53,3053,5,Good features but poor execution.,10-09-2024
967,1544,44,5,Minor issues but works as intended.,27-07-2024
968,44,44,5,Minor issues but works as intended.,24-07-2024
969,29,3029,1,"Pretty good, room for improvement though.",16-10-2024
970,1529,3029,1,"Pretty good, room for improvement though.",16-01-2024
971,1552,6052,2,"Reliable product, no regrets.",25-03-2024
972,52,6052,2,"Reliable product, no regrets.",27-08-2024
973,1558,4558,3,Excellent product for daily use.,01-01-2024
974,58,4558,3,Excellent product for daily use.,11-12-2023
975,1504,4504,1,The product arrived late but works well.,28-12-2023
976,4,4504,1,The product arrived late but works well.,16-06-2024
977,27,27,5,Had some issues but support was helpful.,16-07-2024
978,1527,27,5,Had some issues but support was helpful.,06-07-2024
979,77,4577,2,Satisfied with the purchase overall.,02-06-2024
980,1577,4577,2,Satisfied with the purchase overall.,30-12-2023
981,18,6018,2,Best purchase I have made this year!,10-01-2024
982,1518,6018,2,Best purchase I have made this year!,27-07-2024
983,12,9012,4,Could be better for the price point.,25-03-2024
984,1512,9012,4,Could be better for the price point.,30-03-2024
985,40,6040,2,Impressive features for the price.,04-03-2024
986,1540,6040,2,Impressive features for the price.,20-02-2024
987,1517,4517,5,Disappointed with the overall quality.,04-04-2024
988,17,4517,5,Disappointed with the overall quality.,15-08-2024
989,1520,1520,3,"Not worth the money, save your cash.",09-04-2024
990,20,1520,3,"Not worth the money, save your cash.",05-10-2024
991,57,6057,3,Some improvements needed but good overall.,06-03-2024
992,1557,6057,3,Some improvements needed but good overall.,20-08-2024
993,64,9064,2,Not quite what I was hoping for.,23-08-2024
994,1564,9064,2,Not quite what I was hoping for.,06-04-2024
995,1535,6035,4,Quality control needs improvement.,11-06-2024
996,35,6035,4,Quality control needs improvement.,02-11-2024
997,47,6047,1,Perfect addition to my setup.,17-06-2024
998,1547,6047,1,Perfect addition to my setup.,13-10-2024
999,1526,9026,1,"Easy to use, great features.",30-09-2024
1000,26,9026,1,"Easy to use, great features.",11-10-2024
1001,1550,6050,3,Outstanding quality and design.,20-02-2024
1002,50,6050,3,Outstanding quality and design.,04-02-2024
1003,75,7575,5,Could use some improvements.,05-07-2024
1004,1575,7575,5,Could use some improvements.,15-02-2024
1005,10,4510,2,Very impressed with the build quality.,05-09-2024
1006,1510,4510,2,Very impressed with the build quality.,29-06-2024
1007,77,3077,2,Satisfied with the purchase overall.,15-07-2024
1008,1577,3077,2,Satisfied with the purchase overall.,26-11-2023
1009,1508,1508,2,"Fantastic, exactly what I needed.",25-08-2024
1010,8,1508,2,"Fantastic, exactly what I needed.",08-03-2024
1011,1545,6045,2,Exceeded my expectations completely.,23-09-2024
1012,45,6045,2,Exceeded my expectations completely.,01-01-2024
1013,1554,54,2,Lives up to the hype completely.,20-09-2024
1014,54,54,2,Lives up to the hype completely.,06-08-2024
1015,1504,4,1,The product arrived late but works well.,22-04-2024
1016,4,4,1,The product arrived late but works well.,15-05-2024
1017,2,2,1,"Not what I expected, but still decent.",31-07-2024
1018,1502,2,1,"Not what I expected, but still decent.",03-05-2024
1019,31,7531,2,"Not as described, slightly disappointed.",19-06-2024
1020,1531,7531,2,"Not as described, slightly disappointed.",07-03-2024
1021,1562,7562,2,"Good product, slow delivery.",15-12-2023
1022,62,7562,2,"Good product, slow delivery.",30-04-2024
1023,39,4539,1,Some flaws but overall satisfactory.,15-05-2024
1024,1539,4539,1,Some flaws but overall satisfactory.,04-06-2024
1025,1541,3041,3,Expected better quality materials.,19-11-2023
1026,41,3041,3,Expected better quality materials.,15-05-2024
1027,71,3071,5,Solid product despite minor flaws.,12-02-2024
1028,1571,3071,5,Solid product despite minor flaws.,24-08-2024
1029,1514,7514,2,"Average product, nothing special.",09-11-2024
1030,14,7514,2,"Average product, nothing special.",20-09-2024
1031,42,6042,5,Simple to set up and use daily.,08-06-2024
1032,1542,6042,5,Simple to set up and use daily.,07-05-2024
1033,24,9024,5,Would give it 6 stars if I could!,04-06-2024
1034,1524,9024,5,Would give it 6 stars if I could!,04-09-2024
1035,1554,7554,2,Lives up to the hype completely.,09-07-2024
1036,54,7554,2,Lives up to the hype completely.,13-06-2024
1037,69,1569,1,Amazing value for the features.,02-09-2024
1038,1569,1569,1,Amazing value for the features.,02-06-2024
1039,78,7578,1,Good quality but instructions unclear.,20-05-2024
1040,1578,7578,1,Good quality but instructions unclear.,04-02-2024
1041,79,9079,1,Would definitely buy again!,20-02-2024
1042,1579,9079,1,Would definitely buy again!,09-04-2024
1043,49,7549,1,"Not the best, but gets the job done.",29-07-2024
1044,1549,7549,1,"Not the best, but gets the job done.",07-10-2024
1045,43,4543,3,"Great value, pleasantly surprised.",31-01-2024
1046,1543,4543,3,"Great value, pleasantly surprised.",08-08-2024
1047,10,10,2,Very impressed with the build quality.,19-01-2024
1048,1510,10,2,Very impressed with the build quality.,08-07-2024
1049,1541,7541,3,Expected better quality materials.,16-06-2024
1050,41,7541,3,Expected better quality materials.,08-11-2024
1051,1508,8,2,"Fantastic, exactly what I needed.",06-06-2024
1052,8,8,2,"Fantastic, exactly what I needed.",17-06-2024
1053,1573,4573,5,Works well but expensive for what it is.,22-07-2024
1054,73,4573,5,Works well but expensive for what it is.,02-03-2024
1055,1514,9014,2,"Average product, nothing special.",08-07-2024
1056,14,9014,2,"Average product, nothing special.",08-10-2024
1057,65,65,2,Superior quality compared to competitors.,22-12-2023
1058,1565,65,2,Superior quality compared to competitors.,05-03-2024
1059,9,1509,2,"It is okay, does the job.",06-04-2024
1060,1509,1509,2,"It is okay, does the job.",12-02-2024
1061,47,4547,1,Perfect addition to my setup.,14-04-2024
1062,1547,4547,1,Perfect addition to my setup.,05-03-2024
1063,1560,1560,1,Definitely recommend to others.,24-05-2024
1064,60,1560,1,Definitely recommend to others.,06-07-2024
1065,1554,9054,2,Lives up to the hype completely.,20-11-2023
1066,54,9054,2,Lives up to the hype completely.,31-10-2024
1067,1521,9021,2,Exactly what I was looking for.,18-09-2024
1068,21,9021,2,Exactly what I was looking for.,17-07-2024
1069,25,6025,1,Decent product but overpriced.,16-11-2024
1070,1525,6025,1,Decent product but overpriced.,26-06-2024
1071,72,4572,5,Really impressed with the quality.,04-12-2023
1072,1572,4572,5,Really impressed with the quality.,19-01-2024
1073,24,1524,5,Would give it 6 stars if I could!,17-03-2024
1074,1524,1524,5,Would give it 6 stars if I could!,01-06-2024
1075,13,3013,5,"Perfect for my needs, highly recommend.",22-02-2024
1076,1513,3013,5,"Perfect for my needs, highly recommend.",13-04-2024
1077,1558,6058,3,Excellent product for daily use.,08-05-2024
1078,58,6058,3,Excellent product for daily use.,15-06-2024
1079,1508,7508,2,"Fantastic, exactly what I needed.",28-05-2024
1080,8,7508,2,"Fantastic, exactly what I needed.",23-04-2024
1081,28,4528,1,"Solid construction, feels durable.",25-07-2024
1082,1528,4528,1,"Solid construction, feels durable.",29-03-2024
1083,77,6077,2,Satisfied with the purchase overall.,16-04-2024
1084,1577,6077,2,Satisfied with the purchase overall.,24-07-2024
1085,1573,3073,5,Works well but expensive for what it is.,16-08-2024
1086,73,3073,5,Works well but expensive for what it is.,15-01-2024
1087,1546,4546,2,"Just average, nothing remarkable.",29-04-2024
1088,46,4546,2,"Just average, nothing remarkable.",13-03-2024
1089,64,3064,2,Not quite what I was hoping for.,05-12-2023
1090,1564,3064,2,Not quite what I was hoping for.,23-03-2024
1091,1554,6054,2,Lives up to the hype completely.,24-12-2023
1092,54,6054,2,Lives up to the hype completely.,18-02-2024
1093,1526,3026,1,"Easy to use, great features.",17-01-2024
1094,26,3026,1,"Easy to use, great features.",03-05-2024
1095,1576,4576,3,"Great features, worth the wait.",24-07-2024
1096,76,4576,3,"Great features, worth the wait.",09-04-2024
1097,65,3065,2,Superior quality compared to competitors.,31-03-2024
1098,1565,3065,2,Superior quality compared to competitors.,01-10-2024
1099,1552,52,2,"Reliable product, no regrets.",18-03-2024
1100,52,52,2,"Reliable product, no regrets.",09-10-2024
1101,24,4524,5,Would give it 6 stars if I could!,25-07-2024
1102,1524,4524,5,Would give it 6 stars if I could!,25-02-2024
1103,1530,3030,3,Absolutely love this product!,25-10-2024
1104,30,3030,3,Absolutely love this product!,18-12-2023
1105,1553,4553,5,Good features but poor execution.,26-01-2024
1106,53,4553,5,Good features but poor execution.,12-12-2023
